study	qtl_group	tissue_ontology_id	tissue_ontology_term	tissue_label	condition_label	quant_method	sample_size	ftp_path
Schmiedel_2018	Tfh_memory	CL_0002038	T follicular helper cell	Tfh cell	naive	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Tfh_memory.all.tsv.gz
Schmiedel_2018	Th17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	ge	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_Th17_memory.all.tsv.gz
Schmiedel_2018	Th17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	exon	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_Th17_memory.all.tsv.gz
Schmiedel_2018	Th17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	tx	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_Th17_memory.all.tsv.gz
Schmiedel_2018	Th17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Th17_memory.all.tsv.gz
Schmiedel_2018	Th1_memory	CL_0000545	T-helper 1 cell	Th1 cell	naive	ge	82	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_Th1_memory.all.tsv.gz
Schmiedel_2018	Th1_memory	CL_0000545	T-helper 1 cell	Th1 cell	naive	exon	82	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_Th1_memory.all.tsv.gz
Schmiedel_2018	Th1_memory	CL_0000545	T-helper 1 cell	Th1 cell	naive	tx	82	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_Th1_memory.all.tsv.gz
Schmiedel_2018	Th1_memory	CL_0000545	T-helper 1 cell	Th1 cell	naive	txrev	82	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Th1_memory.all.tsv.gz
Schmiedel_2018	Th2_memory	CL_0000546	T-helper 2 cell	Th2 cell	naive	ge	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_Th2_memory.all.tsv.gz
Schmiedel_2018	Th2_memory	CL_0000546	T-helper 2 cell	Th2 cell	naive	exon	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_Th2_memory.all.tsv.gz
Schmiedel_2018	Th2_memory	CL_0000546	T-helper 2 cell	Th2 cell	naive	tx	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_Th2_memory.all.tsv.gz
Schmiedel_2018	Th2_memory	CL_0000546	T-helper 2 cell	Th2 cell	naive	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Th2_memory.all.tsv.gz
Schmiedel_2018	Th1-17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	ge	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_Th1-17_memory.all.tsv.gz
Schmiedel_2018	Th1-17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	exon	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_Th1-17_memory.all.tsv.gz
Schmiedel_2018	Th1-17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	tx	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_Th1-17_memory.all.tsv.gz
Schmiedel_2018	Th1-17_memory	CL_0000899	T-helper 17 cell	Th17 cell	naive	txrev	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Th1-17_memory.all.tsv.gz
Schmiedel_2018	Treg_memory	CL_0002678	memory regulatory T cell	Treg naive	naive	ge	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_Treg_memory.all.tsv.gz
Schmiedel_2018	Treg_memory	CL_0002678	memory regulatory T cell	Treg naive	naive	exon	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_Treg_memory.all.tsv.gz
Schmiedel_2018	Treg_memory	CL_0002678	memory regulatory T cell	Treg naive	naive	tx	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_Treg_memory.all.tsv.gz
Schmiedel_2018	Treg_memory	CL_0002678	memory regulatory T cell	Treg naive	naive	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Treg_memory.all.tsv.gz
Schmiedel_2018	Treg_naive	CL_0002677	naive regulatory T cell	Treg memory	naive	ge	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_Treg_naive.all.tsv.gz
Schmiedel_2018	Treg_naive	CL_0002677	naive regulatory T cell	Treg memory	naive	exon	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_Treg_naive.all.tsv.gz
Schmiedel_2018	Treg_naive	CL_0002677	naive regulatory T cell	Treg memory	naive	tx	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_Treg_naive.all.tsv.gz
Schmiedel_2018	Treg_naive	CL_0002677	naive regulatory T cell	Treg memory	naive	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_Treg_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	B cell	B cell	naive	ge	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_B-cell_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	B cell	B cell	naive	exon	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_B-cell_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	B cell	B cell	naive	tx	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_B-cell_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	B cell	B cell	naive	txrev	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_B-cell_naive.all.tsv.gz
Schmiedel_2018	CD4_T-cell_naive	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	naive	ge	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_CD4_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD4_T-cell_naive	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	naive	exon	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_CD4_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD4_T-cell_naive	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	naive	tx	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_CD4_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD4_T-cell_naive	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	naive	txrev	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_CD4_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	anti-CD3-CD28_4h	ge	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	anti-CD3-CD28_4h	exon	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	anti-CD3-CD28_4h	tx	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	CD4-positive, alpha-beta T cell	CD4+ T cell	anti-CD3-CD28_4h	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD8_T-cell_naive	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	naive	ge	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_CD8_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD8_T-cell_naive	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	naive	exon	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_CD8_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD8_T-cell_naive	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	naive	tx	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_CD8_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD8_T-cell_naive	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	naive	txrev	89	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_CD8_T-cell_naive.all.tsv.gz
Schmiedel_2018	CD8_T-cell_anti-CD3-CD28	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	anti-CD3-CD28_4h	ge	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_CD8_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD8_T-cell_anti-CD3-CD28	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	anti-CD3-CD28_4h	exon	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_CD8_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD8_T-cell_anti-CD3-CD28	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	anti-CD3-CD28_4h	tx	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_CD8_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD8_T-cell_anti-CD3-CD28	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	anti-CD3-CD28_4h	txrev	88	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_CD8_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	monocyte_CD16_naive	CL_0002396	CD14-low, CD16-positive monocyte	CD16+ monocyte	naive	ge	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_monocyte_CD16_naive.all.tsv.gz
Schmiedel_2018	monocyte_CD16_naive	CL_0002396	CD14-low, CD16-positive monocyte	CD16+ monocyte	naive	exon	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_monocyte_CD16_naive.all.tsv.gz
Schmiedel_2018	monocyte_CD16_naive	CL_0002396	CD14-low, CD16-positive monocyte	CD16+ monocyte	naive	tx	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_monocyte_CD16_naive.all.tsv.gz
Schmiedel_2018	monocyte_CD16_naive	CL_0002396	CD14-low, CD16-positive monocyte	CD16+ monocyte	naive	txrev	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_monocyte_CD16_naive.all.tsv.gz
Schmiedel_2018	monocyte_naive	CL_0002057	CD14-positive, CD16-negative classical monocyte	monocyte	naive	ge	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_monocyte_naive.all.tsv.gz
Schmiedel_2018	monocyte_naive	CL_0002057	CD14-positive, CD16-negative classical monocyte	monocyte	naive	exon	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_monocyte_naive.all.tsv.gz
Schmiedel_2018	monocyte_naive	CL_0002057	CD14-positive, CD16-negative classical monocyte	monocyte	naive	tx	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_monocyte_naive.all.tsv.gz
Schmiedel_2018	monocyte_naive	CL_0002057	CD14-positive, CD16-negative classical monocyte	monocyte	naive	txrev	91	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_monocyte_naive.all.tsv.gz
Schmiedel_2018	NK-cell_naive	CL_0000623	natural killer cell	NK cell	naive	ge	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/ge/Schmiedel_2018_ge_NK-cell_naive.all.tsv.gz
Schmiedel_2018	NK-cell_naive	CL_0000623	natural killer cell	NK cell	naive	exon	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/exon/Schmiedel_2018_exon_NK-cell_naive.all.tsv.gz
Schmiedel_2018	NK-cell_naive	CL_0000623	natural killer cell	NK cell	naive	tx	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/tx/Schmiedel_2018_tx_NK-cell_naive.all.tsv.gz
Schmiedel_2018	NK-cell_naive	CL_0000623	natural killer cell	NK cell	naive	txrev	90	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schmiedel_2018/txrev/Schmiedel_2018_txrev_NK-cell_naive.all.tsv.gz
Schwartzentruber_2018	sensory_neuron	CL_0000101	sensory neuron	sensory neuron	naive	ge	98	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schwartzentruber_2018/ge/Schwartzentruber_2018_ge_sensory_neuron.all.tsv.gz
Schwartzentruber_2018	sensory_neuron	CL_0000101	sensory neuron	sensory neuron	naive	exon	98	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schwartzentruber_2018/exon/Schwartzentruber_2018_exon_sensory_neuron.all.tsv.gz
Schwartzentruber_2018	sensory_neuron	CL_0000101	sensory neuron	sensory neuron	naive	tx	98	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schwartzentruber_2018/tx/Schwartzentruber_2018_tx_sensory_neuron.all.tsv.gz
Schwartzentruber_2018	sensory_neuron	CL_0000101	sensory neuron	sensory neuron	naive	txrev	98	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/Schwartzentruber_2018/txrev/Schwartzentruber_2018_txrev_sensory_neuron.all.tsv.gz
TwinsUK	fat	UBERON_0001013	adipose tissue	adipose	naive	ge	381	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/ge/TwinsUK_ge_fat.all.tsv.gz
TwinsUK	fat	UBERON_0001013	adipose tissue	adipose	naive	exon	381	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/exon/TwinsUK_exon_fat.all.tsv.gz
TwinsUK	fat	UBERON_0001013	adipose tissue	adipose	naive	tx	381	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/tx/TwinsUK_tx_fat.all.tsv.gz
TwinsUK	fat	UBERON_0001013	adipose tissue	adipose	naive	txrev	381	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/txrev/TwinsUK_txrev_fat.all.tsv.gz
TwinsUK	LCL	EFO_0005292	lymphoblastoid cell line	LCL	naive	ge	418	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/ge/TwinsUK_ge_LCL.all.tsv.gz
TwinsUK	LCL	EFO_0005292	lymphoblastoid cell line	LCL	naive	exon	418	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/exon/TwinsUK_exon_LCL.all.tsv.gz
TwinsUK	LCL	EFO_0005292	lymphoblastoid cell line	LCL	naive	tx	418	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/tx/TwinsUK_tx_LCL.all.tsv.gz
TwinsUK	LCL	EFO_0005292	lymphoblastoid cell line	LCL	naive	txrev	418	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/txrev/TwinsUK_txrev_LCL.all.tsv.gz
TwinsUK	skin	UBERON_0002097	skin of body	skin	naive	ge	370	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/ge/TwinsUK_ge_skin.all.tsv.gz
TwinsUK	skin	UBERON_0002097	skin of body	skin	naive	exon	370	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/exon/TwinsUK_exon_skin.all.tsv.gz
TwinsUK	skin	UBERON_0002097	skin of body	skin	naive	tx	370	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/tx/TwinsUK_tx_skin.all.tsv.gz
TwinsUK	skin	UBERON_0002097	skin of body	skin	naive	txrev	370	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/txrev/TwinsUK_txrev_skin.all.tsv.gz
TwinsUK	blood	UBERON_0000178	blood	blood	naive	ge	195	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/ge/TwinsUK_ge_blood.all.tsv.gz
TwinsUK	blood	UBERON_0000178	blood	blood	naive	exon	195	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/exon/TwinsUK_exon_blood.all.tsv.gz
TwinsUK	blood	UBERON_0000178	blood	blood	naive	tx	195	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/tx/TwinsUK_tx_blood.all.tsv.gz
TwinsUK	blood	UBERON_0000178	blood	blood	naive	txrev	195	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/TwinsUK/txrev/TwinsUK_txrev_blood.all.tsv.gz
van_de_Bunt_2015	pancreatic_islet	UBERON_0000006	islet of Langerhans	pancreatic islet	naive	ge	117	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/van_de_Bunt_2015/ge/van_de_Bunt_2015_ge_pancreatic_islet.all.tsv.gz
van_de_Bunt_2015	pancreatic_islet	UBERON_0000006	islet of Langerhans	pancreatic islet	naive	exon	117	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/van_de_Bunt_2015/exon/van_de_Bunt_2015_exon_pancreatic_islet.all.tsv.gz
van_de_Bunt_2015	pancreatic_islet	UBERON_0000006	islet of Langerhans	pancreatic islet	naive	tx	117	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/van_de_Bunt_2015/tx/van_de_Bunt_2015_tx_pancreatic_islet.all.tsv.gz
van_de_Bunt_2015	pancreatic_islet	UBERON_0000006	islet of Langerhans	pancreatic islet	naive	txrev	117	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/van_de_Bunt_2015/txrev/van_de_Bunt_2015_txrev_pancreatic_islet.all.tsv.gz
FUSION	adipose_naive	UBERON_0001013	adipose tissue	adipose	naive	exon	271	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/exon/FUSION_exon_adipose_naive.all.tsv.gz
FUSION	adipose_naive	UBERON_0001013	adipose tissue	adipose	naive	ge	271	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/ge/FUSION_ge_adipose_naive.all.tsv.gz
FUSION	adipose_naive	UBERON_0001013	adipose tissue	adipose	naive	tx	271	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/tx/FUSION_tx_adipose_naive.all.tsv.gz
FUSION	adipose_naive	UBERON_0001013	adipose tissue	adipose	naive	txrev	271	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/txrev/FUSION_txrev_adipose_naive.all.tsv.gz
FUSION	muscle_naive	UBERON_0001134	skeletal muscle tissue	muscle	naive	exon	288	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/exon/FUSION_exon_muscle_naive.all.tsv.gz
FUSION	muscle_naive	UBERON_0001134	skeletal muscle tissue	muscle	naive	ge	288	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/ge/FUSION_ge_muscle_naive.all.tsv.gz
FUSION	muscle_naive	UBERON_0001134	skeletal muscle tissue	muscle	naive	tx	288	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/tx/FUSION_tx_muscle_naive.all.tsv.gz
FUSION	muscle_naive	UBERON_0001134	skeletal muscle tissue	muscle	naive	txrev	288	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/FUSION/txrev/FUSION_txrev_muscle_naive.all.tsv.gz
GTEx	adipose_subcutaneous	UBERON_0001013	adipose tissue	adipose	naive	ge	335	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_adipose_subcutaneous.all.tsv.gz
GTEx	adipose_subcutaneous	UBERON_0001013	adipose tissue	adipose	naive	exon	335	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_adipose_subcutaneous.all.tsv.gz
GTEx	adipose_subcutaneous	UBERON_0001013	adipose tissue	adipose	naive	tx	335	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/tx/GTEx_tx_adipose_subcutaneous.all.tsv.gz
GTEx	adipose_subcutaneous	UBERON_0001013	adipose tissue	adipose	naive	txrev	335	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/txrev/GTEx_txrev_adipose_subcutaneous.all.tsv.gz
GTEx	adipose_visceral	UBERON_0010414	omental fat pad	adipose (visceral)	naive	ge	219	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_adipose_visceral.all.tsv.gz
GTEx	adipose_visceral	UBERON_0010414	omental fat pad	adipose (visceral)	naive	exon	219	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_adipose_visceral.all.tsv.gz
GTEx	adipose_visceral	UBERON_0010414	omental fat pad	adipose (visceral)	naive	tx	219	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/tx/GTEx_tx_adipose_visceral.all.tsv.gz
GTEx	adipose_visceral	UBERON_0010414	omental fat pad	adipose (visceral)	naive	txrev	219	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/txrev/GTEx_txrev_adipose_visceral.all.tsv.gz
GTEx	adrenal_gland	UBERON_0002369	adrenal gland	adrenal gland	naive	ge	147	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_adrenal_gland.all.tsv.gz
GTEx	adrenal_gland	UBERON_0002369	adrenal gland	adrenal gland	naive	exon	147	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_adrenal_gland.all.tsv.gz
GTEx	adrenal_gland	UBERON_0002369	adrenal gland	adrenal gland	naive	tx	147	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/tx/GTEx_tx_adrenal_gland.all.tsv.gz
GTEx	adrenal_gland	UBERON_0002369	adrenal gland	adrenal gland	naive	txrev	147	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/txrev/GTEx_txrev_adrenal_gland.all.tsv.gz
GTEx	artery_aorta	UBERON_0001496	ascending aorta	artery (aorta)	naive	ge	234	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_artery_aorta.all.tsv.gz
GTEx	artery_aorta	UBERON_0001496	ascending aorta	artery (aorta)	naive	exon	234	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_artery_aorta.all.tsv.gz
GTEx	artery_aorta	UBERON_0001496	ascending aorta	artery (aorta)	naive	tx	234	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/tx/GTEx_tx_artery_aorta.all.tsv.gz
GTEx	artery_aorta	UBERON_0001496	ascending aorta	artery (aorta)	naive	txrev	234	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/txrev/GTEx_txrev_artery_aorta.all.tsv.gz
GTEx	artery_coronary	UBERON_0001621	coronary artery	artery (coronary)	naive	ge	133	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_artery_coronary.all.tsv.gz
GTEx	artery_coronary	UBERON_0001621	coronary artery	artery (coronary)	naive	exon	133	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_artery_coronary.all.tsv.gz
GTEx	artery_coronary	UBERON_0001621	coronary artery	artery (coronary)	naive	tx	133	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/tx/GTEx_tx_artery_coronary.all.tsv.gz
GTEx	artery_coronary	UBERON_0001621	coronary artery	artery (coronary)	naive	txrev	133	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/txrev/GTEx_txrev_artery_coronary.all.tsv.gz
GTEx	artery_tibial	UBERON_0007610	tibial artery	artery (tibial)	naive	ge	332	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_artery_tibial.all.tsv.gz
